train_type,test_type,auc,auc_dir,within_type_auc,retention,p_at_10,random_p,is_diagonal
near_duplicate,template,0.7672869914249225,0.7672869914249225,0.9992351199247751,0.7678743231950111,0.2087912087912088,0.09602649006622517,False
template,template,0.9992351199247751,0.9992351199247751,0.9992351199247751,1.0,,0.09602649006622517,True
truncation,template,0.5340406719717065,0.5340406719717065,0.9992351199247751,0.5344494617161879,0.03296703296703297,0.09602649006622517,False
unrelated,template,0.3210952521297349,0.6789047478702651,0.9992351199247751,0.3213410394881915,0.04395604395604396,0.09602649006622517,False
duplicate,truncation,0.4926526961410682,0.5073473038589318,0.7634239145867053,0.6453199680124974,0.07777777777777778,0.09502762430939227,False
garbled,truncation,0.6026776840730329,0.6026776840730329,0.7634239145867053,0.789440404679102,0.15555555555555556,0.09502762430939227,False
keyword,truncation,0.7817247352131074,0.7817247352131074,0.7634239145867053,1.0239720295326478,0.3888888888888889,0.09502762430939227,False
near_duplicate,truncation,0.7664338245733594,0.7664338245733594,0.7634239145867053,1.0039426456640195,0.32222222222222224,0.09502762430939227,False
template,truncation,0.5913621262458473,0.5913621262458473,0.7634239145867053,0.7746182886686133,0.07777777777777778,0.09502762430939227,False
truncation,truncation,0.7634239145867053,0.7634239145867053,0.7634239145867053,1.0,,0.09502762430939227,True
unrelated,truncation,0.7735468665701224,0.7735468665701224,0.7634239145867053,1.0132599356530472,0.3888888888888889,0.09502762430939227,False
duplicate,unrelated,0.7270559505853624,0.7270559505853624,0.9254973784385548,0.7855840194944785,0.28888888888888886,0.09402654867256637,False
garbled,unrelated,0.6069525245995834,0.6069525245995834,0.9254973784385548,0.6558122569980677,0.23333333333333334,0.09402654867256637,False
keyword,unrelated,0.8228470875529699,0.8228470875529699,0.9254973784385548,0.8890863515369751,0.4111111111111111,0.09402654867256637,False
near_duplicate,unrelated,0.8058248940601882,0.8058248940601882,0.9254973784385548,0.8706938699488581,0.34444444444444444,0.09402654867256637,False
template,unrelated,0.49701213818860873,0.5029878618113912,0.9254973784385548,0.5370216596692458,0.06666666666666667,0.09402654867256637,False
truncation,unrelated,0.8740429505135388,0.8740429505135388,0.9254973784385548,0.944403486034907,0.5222222222222223,0.09402654867256637,False
unrelated,unrelated,0.9254973784385548,0.9254973784385548,0.9254973784385548,1.0,,0.09402654867256637,True
